Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Gift Card,SEO Title,SEO Description,Status
georgia-midi-dress-white-pink-floral,,,,,,,,Size,US 8,Color,Pink,,,135469-1252254,0,shopify,999,deny,manual,73.99,,TRUE,TRUE,,,,
georgia-midi-dress-white-pink-floral,,,,,,,,Size,US 10,Color,Pink,,,135469-1252255,0,shopify,999,deny,manual,73.99,,TRUE,TRUE,,,,
georgia-midi-dress-white-pink-floral,,,,,,,,Size,US 12,Color,Pink,,,135469-1252256,0,shopify,999,deny,manual,73.99,,TRUE,TRUE,,,,
georgia-mini-dress-blue-floral,Georgia Mini Dress Blue Floral,"<p>The Georgia is our take on the floral mini dress — quietly striking in blue floral, and comfortable enough to wear all evening.</p><p>Details include a leg split and a low back. The fabric holds its shape with no stretch and the bodice is lined.</p><p><strong>Details</strong></p><ul><li>Mini dress</li><li>Floral print</li><li>Elasticated shoulders &amp; back</li><li>Side slit</li><li>Invisible zip fastening at back</li><li>Low back</li><li>No stretch, Part-lined</li><li>100% rayon</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Dresses, Floral Dresses, New Dresses",TRUE,Size,US 0,Color,Blue Floral,,,127135-1203709,0,shopify,999,deny,manual,75.99,,TRUE,TRUE,FALSE,Georgia Mini Dress Blue Floral,Georgia — Blue floral mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
georgia-mini-dress-blue-floral,,,,,,,,Size,US 2,Color,Blue Floral,,,127135-1203710,0,shopify,999,deny,manual,75.99,,TRUE,TRUE,,,,
georgia-mini-dress-blue-floral,,,,,,,,Size,US 4,Color,Blue Floral,,,127135-1203711,0,shopify,999,deny,manual,75.99,,TRUE,TRUE,,,,
georgia-mini-dress-blue-floral,,,,,,,,Size,US 6,Color,Blue Floral,,,127135-1203712,0,shopify,999,deny,manual,75.99,,TRUE,TRUE,,,,
georgia-mini-dress-blue-floral,,,,,,,,Size,US 8,Color,Blue Floral,,,127135-1203713,0,shopify,999,deny,manual,75.99,,TRUE,TRUE,,,,
georgia-mini-dress-blue-floral,,,,,,,,Size,US 10,Color,Blue Floral,,,127135-1203714,0,shopify,999,deny,manual,75.99,,TRUE,TRUE,,,,
georgia-mini-dress-blue-floral,,,,,,,,Size,US 12,Color,Blue Floral,,,127135-1203715,0,shopify,999,deny,manual,75.99,,TRUE,TRUE,,,,
georgia-mini-dress-blue-floral-lower-impact,Georgia Mini Dress Blue Floral,"<p>The Georgia is a floral mini dress, cut in blue floral to sit close through the bodice and move easily from there.</p><p>Details include a leg split and a low back. The fabric holds its shape with no stretch and the bodice is lined.</p><p><strong>Details</strong></p><ul><li>Mini dress</li><li>Floral print</li><li>Elasticated shoulders &amp; back</li><li>Side slit</li><li>Invisible zip fastening at back</li><li>Low back</li><li>No stretch, Part-lined</li><li>Main &amp; Lining: 100% viscose</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Dresses, Floral Dresses, Mini Dresses, New Dresses",TRUE,Size,US 0,Color,Blue Floral,,,132032-1232133,0,shopify,999,deny,manual,94.99,,TRUE,TRUE,FALSE,Georgia Mini Dress Blue Floral,Georgia — Blue floral mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
georgia-mini-dress-blue-floral-lower-impact,,,,,,,,Size,US 2,Color,Blue Floral,,,132032-1232134,0,shopify,999,deny,manual,94.99,,TRUE,TRUE,,,,
georgia-mini-dress-blue-floral-lower-impact,,,,,,,,Size,US 4,Color,Blue Floral,,,132032-1232135,0,shopify,999,deny,manual,94.99,,TRUE,TRUE,,,,
georgia-mini-dress-blue-floral-lower-impact,,,,,,,,Size,US 6,Color,Blue Floral,,,132032-1232136,0,shopify,999,deny,manual,94.99,,TRUE,TRUE,,,,
georgia-mini-dress-blue-floral-lower-impact,,,,,,,,Size,US 8,Color,Blue Floral,,,132032-1232137,0,shopify,999,deny,manual,94.99,,TRUE,TRUE,,,,
georgia-mini-dress-blue-floral-lower-impact,,,,,,,,Size,US 10,Color,Blue Floral,,,132032-1232138,0,shopify,999,deny,manual,94.99,,TRUE,TRUE,,,,
georgia-mini-dress-blue-floral-lower-impact,,,,,,,,Size,US 12,Color,Blue Floral,,,132032-1232139,0,shopify,999,deny,manual,94.99,,TRUE,TRUE,,,,
georgia-mini-dress-yellow-floral,Georgia Mini Dress Yellow Floral,"<p>The Georgia takes a floral mini dress and gives it a clean, confident line in yellow floral.</p><p>Look closer for a leg split and a low back. The fabric holds its shape with no stretch and the bodice is lined.</p><p>One for birthdays and nights out.</p><p><strong>Details</strong></p><ul><li>Floral Mini dress</li><li>Elasticated shoulders &amp; back, side slit, invisible zip fastening, low back</li><li>No stretch, Part-lined</li><li>100% viscose</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Dresses, Floral Dresses, Going Out Dresses, New Dresses",TRUE,Size,US 0,Color,Yellow Floral,,,136761-1260170,0,shopify,999,deny,manual,74.00,,TRUE,TRUE,FALSE,Georgia Mini Dress Yellow Floral,Georgia — Yellow floral mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
georgia-mini-dress-yellow-floral,,,,,,,,Size,US 2,Color,Yellow Floral,,,136761-1260171,0,shopify,999,deny,manual,74.00,,TRUE,TRUE,,,,
georgia-mini-dress-yellow-floral,,,,,,,,Size,US 4,Color,Yellow Floral,,,136761-1260172,0,shopify,999,deny,manual,74.00,,TRUE,TRUE,,,,
georgia-mini-dress-yellow-floral,,,,,,,,Size,US 6,Color,Yellow Floral,,,136761-1260173,0,shopify,999,deny,manual,74.00,,TRUE,TRUE,,,,
georgia-mini-dress-yellow-floral,,,,,,,,Size,US 8,Color,Yellow Floral,,,136761-1260174,0,shopify,999,deny,manual,74.00,,TRUE,TRUE,,,,
georgia-mini-dress-yellow-floral,,,,,,,,Size,US 10,Color,Yellow Floral,,,136761-1260175,0,shopify,999,deny,manual,74.00,,TRUE,TRUE,,,,
georgia-mini-dress-yellow-floral,,,,,,,,Size,US 12,Color,Yellow Floral,,,136761-1260176,0,shopify,999,deny,manual,74.00,,TRUE,TRUE,,,,
get-lucky-drape-one-shoulder-maxi-dress-lemon-yellow,Get Lucky Drape One Shoulder Maxi Dress Lemon Yellow,"<p>Meet the Get Lucky Drape: a maxi dress with a one-shoulder neckline, finished in lemon yellow with the kind of detail that reads considered rather than fussy.</p><p>The fabric has a generous stretch and it&#x27;s fully lined.</p><p>Keep it for birthdays and nights out. Part of our ongoing move toward reclaimed and recycled fabrics.</p><p><strong>Details</strong></p><ul><li>One-shoulder maxi dress with drape detail</li><li>Good stretch, Fully lined</li><li>Main: 90% reclaimed polyester 10% elastane Lining: 97% polyester 3% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Maxi & Midi Dresses,"Birthday Dresses, Dresses, Going Out Dresses, Maxi Dresses, New Dresses, Wedding Guest Dresses, Yellow Dresses",TRUE,Size,US 0,Color,Lemon Yellow,,,152774-1358730,0,shopify,999,deny,manual,113.95,,TRUE,TRUE,FALSE,Get Lucky Drape One Shoulder Maxi Dress Lemon Yellow,Get Lucky Drape — Lemon yellow one-shoulder maxi dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
get-lucky-drape-one-shoulder-maxi-dress-lemon-yellow,,,,,,,,Size,US 2,Color,Lemon Yellow,,,152774-1358731,0,shopify,999,deny,manual,113.95,,TRUE,TRUE,,,,
get-lucky-drape-one-shoulder-maxi-dress-lemon-yellow,,,,,,,,Size,US 4,Color,Lemon Yellow,,,152774-1358732,0,shopify,999,deny,manual,113.95,,TRUE,TRUE,,,,
get-lucky-drape-one-shoulder-maxi-dress-lemon-yellow,,,,,,,,Size,US 6,Color,Lemon Yellow,,,152774-1358733,0,shopify,999,deny,manual,113.95,,TRUE,TRUE,,,,
get-lucky-drape-one-shoulder-maxi-dress-lemon-yellow,,,,,,,,Size,US 8,Color,Lemon Yellow,,,152774-1358734,0,shopify,999,deny,manual,113.95,,TRUE,TRUE,,,,
get-lucky-drape-one-shoulder-maxi-dress-lemon-yellow,,,,,,,,Size,US 10,Color,Lemon Yellow,,,152774-1358735,0,shopify,999,deny,manual,113.95,,TRUE,TRUE,,,,
get-lucky-drape-one-shoulder-maxi-dress-lemon-yellow,,,,,,,,Size,US 12,Color,Lemon Yellow,,,152774-1358736,0,shopify,999,deny,manual,113.95,,TRUE,TRUE,,,,
giggle-maxi-dress-black,Giggle Maxi Dress Black,"<p>Meet the Giggle: a maxi dress with a halter neckline, finished in black with the kind of detail that reads considered rather than fussy.</p><p>A slim-fitting cut is finished with an open back. The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p>Our pick for birthdays and nights out.</p><p><strong>Details</strong></p><ul><li>Cowl Maxi dress</li><li>Side ruched, fixed halter strap, partially open back, invisible zip at back, slim-fit</li><li>No stretch, Fully lined</li><li>90% polyester 10% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Maxi & Midi Dresses,"Birthday Dresses, Black Dresses, Dresses, Going Out Dresses, Maxi Dresses, New Dresses",TRUE,Size,US 0,Color,Black,,,140650-1284117,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,FALSE,Giggle Maxi Dress Black,Giggle — Black halter maxi dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
giggle-maxi-dress-black,,,,,,,,Size,US 2,Color,Black,,,140650-1284118,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
giggle-maxi-dress-black,,,,,,,,Size,US 4,Color,Black,,,140650-1284119,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
giggle-maxi-dress-black,,,,,,,,Size,US 6,Color,Black,,,140650-1284120,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
giggle-maxi-dress-black,,,,,,,,Size,US 8,Color,Black,,,140650-1284121,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
giggle-maxi-dress-black,,,,,,,,Size,US 10,Color,Black,,,140650-1284122,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
giggle-maxi-dress-black,,,,,,,,Size,US 12,Color,Black,,,140650-1284123,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
giggle-maxi-dress-black,,,,,,,,Size,US 14,Color,Black,,,140650-1284124,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
giggle-maxi-dress-black,,,,,,,,Size,US 16,Color,Black,,,140650-1284125,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
giggle-maxi-dress-black,,,,,,,,Size,US 18,Color,Black,,,140650-1284126,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
giggle-maxi-dress-black,,,,,,,,Size,US 20,Color,Black,,,140650-1284127,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black,Gigli Bubble Hem Mini Dress Black,"<p>The Gigli is a mini dress with a halter neckline, cut in black to sit close through the bodice and move easily from there.</p><p>The bubble-hem silhouette is detailed with a low back. The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p>Built for birthdays and nights out.</p><p><strong>Details</strong></p><ul><li>Halter bubble hem Mini dress</li><li>Straight neckline, invisible zip at side, fixed halter strap, low back</li><li>Length of size US 2 / AU 6 bust to hem: 60cm / 23.6in</li><li>No stretch, Fully lined</li><li>50% cotton 45% nylon 5% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Black Dresses, Dresses, Going Out Dresses, Halter Dresses, New Dresses",TRUE,Size,US 0,Color,Black,,,138207-1268753,0,shopify,999,deny,manual,74.95,,TRUE,TRUE,FALSE,Gigli Bubble Hem Mini Dress Black,Gigli — Black halter mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
gigli-bubble-hem-mini-dress-black,,,,,,,,Size,US 2,Color,Black,,,138207-1268754,0,shopify,999,deny,manual,74.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black,,,,,,,,Size,US 4,Color,Black,,,138207-1268755,0,shopify,999,deny,manual,74.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black,,,,,,,,Size,US 6,Color,Black,,,138207-1268756,0,shopify,999,deny,manual,74.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black,,,,,,,,Size,US 8,Color,Black,,,138207-1268757,0,shopify,999,deny,manual,74.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black,,,,,,,,Size,US 10,Color,Black,,,138207-1268758,0,shopify,999,deny,manual,74.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black,,,,,,,,Size,US 12,Color,Black,,,138207-1268759,0,shopify,999,deny,manual,74.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black-petite,Gigli Bubble Hem Mini Dress Black Petite,"<p>A mini dress with a halter neckline, the Gigli is built in black around an easy shape that flatters without pulling focus.</p><p>The cut is bubble-hem and deliberately simple. The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p>Keep it for birthdays and nights out. Cut to our Petite fit, shortened through the body and skirt.</p><p><strong>Details</strong></p><ul><li>Halter bubble hem Mini dress</li><li>Straight neckline, invisible zip at side, fixed halter strap</li><li>No stretch, Fully lined</li><li>50% cotton 45% nylon 5% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Black Dresses, Dresses, Going Out Dresses, New Dresses",TRUE,Size,US 0,Color,Black,,,144183-1305432,0,shopify,999,deny,manual,72.95,,TRUE,TRUE,FALSE,Gigli Bubble Hem Mini Dress Black Petite,Gigli — Black halter mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
gigli-bubble-hem-mini-dress-black-petite,,,,,,,,Size,US 2,Color,Black,,,144183-1305433,0,shopify,999,deny,manual,72.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black-petite,,,,,,,,Size,US 4,Color,Black,,,144183-1305434,0,shopify,999,deny,manual,72.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black-petite,,,,,,,,Size,US 6,Color,Black,,,144183-1305435,0,shopify,999,deny,manual,72.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black-petite,,,,,,,,Size,US 8,Color,Black,,,144183-1305436,0,shopify,999,deny,manual,72.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black-petite,,,,,,,,Size,US 10,Color,Black,,,144183-1305437,0,shopify,999,deny,manual,72.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black-petite,,,,,,,,Size,US 12,Color,Black,,,144183-1305438,0,shopify,999,deny,manual,72.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black-tall,Gigli Bubble Hem Mini Dress Black Tall,"<p>The Gigli takes a mini dress and gives it a clean, confident line with a halter neckline in black.</p><p>The cut is bubble-hem and deliberately simple. The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p>Cut to our Tall fit, lengthened through the body and skirt.</p><p><strong>Details</strong></p><ul><li>Halter bubble hem Mini dress</li><li>Straight neckline, invisible zip at side, fixed halter strap</li><li>No stretch, Fully lined</li><li>50% cotton 45% nylon 5% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Black Dresses, Dresses, Going Out Dresses, New Dresses",TRUE,Size,US 0,Color,Black,,,141873-1292172,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,FALSE,Gigli Bubble Hem Mini Dress Black Tall,Gigli — Black halter mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
gigli-bubble-hem-mini-dress-black-tall,,,,,,,,Size,US 2,Color,Black,,,141873-1292173,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black-tall,,,,,,,,Size,US 4,Color,Black,,,141873-1292174,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black-tall,,,,,,,,Size,US 6,Color,Black,,,141873-1292175,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black-tall,,,,,,,,Size,US 8,Color,Black,,,141873-1292176,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black-tall,,,,,,,,Size,US 10,Color,Black,,,141873-1292177,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-black-tall,,,,,,,,Size,US 12,Color,Black,,,141873-1292178,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-cream-chocolate,Gigli Bubble Hem Mini Dress Polka Dot,"<p>A polka dot mini dress with a halter neckline, the Gigli is built in polka dot around an easy shape that flatters without pulling focus.</p><p>The cut is bubble-hem and deliberately simple. The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p>Keep it for birthdays and nights out.</p><p><strong>Details</strong></p><ul><li>Halter bubble hem Mini dress</li><li>Polka dot print, straight neckline, invisible zip at side, fixed halter strap</li><li>Length of size US 2 / AU 6 bust to hem: 60cm / 23.6in</li><li>No stretch, Fully lined</li><li>50% cotton 45% nylon 5% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Dresses, Going Out Dresses, New Dresses",TRUE,Size,US 0,Color,Polka Dot,,,142548-1295952,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,FALSE,Gigli Bubble Hem Mini Dress Polka Dot,Gigli — Polka dot halter mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
gigli-bubble-hem-mini-dress-cream-chocolate,,,,,,,,Size,US 2,Color,Polka Dot,,,142548-1295953,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-cream-chocolate,,,,,,,,Size,US 4,Color,Polka Dot,,,142548-1295954,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-cream-chocolate,,,,,,,,Size,US 6,Color,Polka Dot,,,142548-1295955,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-cream-chocolate,,,,,,,,Size,US 8,Color,Polka Dot,,,142548-1295956,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-cream-chocolate,,,,,,,,Size,US 10,Color,Polka Dot,,,142548-1295957,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-cream-chocolate,,,,,,,,Size,US 12,Color,Polka Dot,,,142548-1295958,0,shopify,999,deny,manual,67.99,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-lemon,Gigli Bubble Hem Mini Dress Beige,"<p>The Gigli takes a mini dress and gives it a clean, confident line with a halter neckline in beige.</p><p>The cut is bubble-hem and deliberately simple. The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p>Our pick for birthdays and nights out.</p><p><strong>Details</strong></p><ul><li>Bubble hem Mini dress</li><li>Square neckline, halter style with fixed strap, bubble hem, invisible zip fastening at side, elasticated band at back</li><li>No stretch, Fully lined</li><li>50% cotton 45% nylon 5% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Dresses, Going Out Dresses, Halter Dresses, New Dresses",TRUE,Size,US 0,Color,Beige,,,144735-1308952,0,shopify,999,deny,manual,68.00,,TRUE,TRUE,FALSE,Gigli Bubble Hem Mini Dress Beige,Gigli — Beige halter mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
gigli-bubble-hem-mini-dress-lemon,,,,,,,,Size,US 2,Color,Beige,,,144735-1308953,0,shopify,999,deny,manual,68.00,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-lemon,,,,,,,,Size,US 4,Color,Beige,,,144735-1308954,0,shopify,999,deny,manual,68.00,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-lemon,,,,,,,,Size,US 6,Color,Beige,,,144735-1308955,0,shopify,999,deny,manual,68.00,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-lemon,,,,,,,,Size,US 8,Color,Beige,,,144735-1308956,0,shopify,999,deny,manual,68.00,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-lemon,,,,,,,,Size,US 10,Color,Beige,,,144735-1308957,0,shopify,999,deny,manual,68.00,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-lemon,,,,,,,,Size,US 12,Color,Beige,,,144735-1308958,0,shopify,999,deny,manual,68.00,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-navy,Gigli Bubble Hem Mini Dress Navy,"<p>Meet the Gigli: a velvet mini dress with a halter neckline, finished in navy with the kind of detail that reads considered rather than fussy.</p><p>A bubble-hem shape keeps it clean. The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p>We&#x27;d wear it for birthdays and nights out.</p><p><strong>Details</strong></p><ul><li>Halter bubble hem Mini dress</li><li>Velvet material, straight neckline, invisible zip fastening at side, elasticated band at back, adjustable halter straps</li><li>No stretch, Fully lined</li><li>95% polyester 5% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Dresses, Going Out Dresses, New Dresses",TRUE,Size,US 0,Color,Navy,,,142230-1294231,0,shopify,999,deny,manual,75.95,,TRUE,TRUE,FALSE,Gigli Bubble Hem Mini Dress Navy,Gigli — Navy velvet mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
gigli-bubble-hem-mini-dress-navy,,,,,,,,Size,US 2,Color,Navy,,,142230-1294232,0,shopify,999,deny,manual,75.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-navy,,,,,,,,Size,US 4,Color,Navy,,,142230-1294233,0,shopify,999,deny,manual,75.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-navy,,,,,,,,Size,US 6,Color,Navy,,,142230-1294234,0,shopify,999,deny,manual,75.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-navy,,,,,,,,Size,US 8,Color,Navy,,,142230-1294235,0,shopify,999,deny,manual,75.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-navy,,,,,,,,Size,US 10,Color,Navy,,,142230-1294236,0,shopify,999,deny,manual,75.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-navy,,,,,,,,Size,US 12,Color,Navy,,,142230-1294237,0,shopify,999,deny,manual,75.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-white,Gigli Bubble Hem Mini Dress White,"<p>The Gigli takes a mini dress and gives it a clean, confident line with a halter neckline in white.</p><p>The cut is bubble-hem and deliberately simple. The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p>We&#x27;d wear it for birthdays and nights out.</p><p><strong>Details</strong></p><ul><li>Halter bubble hem Mini dress</li><li>Square neckline, invisible zipper on side, elasticated band at back, fixed halter strap</li><li>No stretch, Fully lined</li><li>50% cotton 45% nylon 5% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Dresses, Going Out Dresses, Halter Dresses, New Dresses, White Dresses",TRUE,Size,US 0,Color,White,,,141266-1288529,0,shopify,999,deny,manual,66.95,,TRUE,TRUE,FALSE,Gigli Bubble Hem Mini Dress White,Gigli — White halter mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
gigli-bubble-hem-mini-dress-white,,,,,,,,Size,US 2,Color,White,,,141266-1288530,0,shopify,999,deny,manual,66.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-white,,,,,,,,Size,US 4,Color,White,,,141266-1288531,0,shopify,999,deny,manual,66.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-white,,,,,,,,Size,US 6,Color,White,,,141266-1288532,0,shopify,999,deny,manual,66.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-white,,,,,,,,Size,US 8,Color,White,,,141266-1288533,0,shopify,999,deny,manual,66.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-white,,,,,,,,Size,US 10,Color,White,,,141266-1288534,0,shopify,999,deny,manual,66.95,,TRUE,TRUE,,,,
gigli-bubble-hem-mini-dress-white,,,,,,,,Size,US 12,Color,White,,,141266-1288535,0,shopify,999,deny,manual,66.95,,TRUE,TRUE,,,,
gimmie-mini-dress-white,Gimmie Mini Dress White,"<p>A floral lace mini dress, the Gimmie is built in white around an easy shape that flatters without pulling focus.</p><p>It&#x27;s finished with an open back. The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p>Filed under birthdays and nights out.</p><p><strong>Details</strong></p><ul><li>Mini dress</li><li>Floral print, deep v-neckline, lace trim, open back with tie fastening, relaxed fitting</li><li>No stretch, Fully lined</li><li>Main: 100% cotton, Lining: 100% polyester, Trim: 100% polyester</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold hand wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Dresses, Floral Dresses, Going Out Dresses, New Dresses, White Dresses",TRUE,Size,US 0,Color,White,,,138299-1269352,0,shopify,999,deny,manual,76.99,,TRUE,TRUE,FALSE,Gimmie Mini Dress White,Gimmie — White lace mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
